index,open,high,low,close,volume,value
2021-02-01 00:00:00,36677000.0,36689000.0,36659000.0,36688000.0,7.81339525,286480906.2978
2021-02-01 00:01:00,36688000.0,36700000.0,36680000.0,36688000.0,4.2606035,156319123.1637
2021-02-01 00:02:00,36689000.0,36699000.0,36680000.0,36680000.0,4.40443813,161571263.68415
2021-02-01 00:03:00,36671000.0,36712000.0,36668000.0,36712000.0,4.86057892,178302514.0942
2021-02-01 00:04:00,36712000.0,36713000.0,36700000.0,36710000.0,2.19028716,80403685.64385
2021-02-01 00:05:00,36710000.0,36715000.0,36701000.0,36714000.0,7.24366073,265924879.23424
2021-02-01 00:06:00,36714000.0,36720000.0,36701000.0,36715000.0,2.51814064,92449695.50115
2021-02-01 00:07:00,36715000.0,36793000.0,36672000.0,36766000.0,11.18381911,410876018.82503
2021-02-01 00:08:00,36789000.0,36810000.0,36766000.0,36792000.0,10.46285561,384933537.20857
2021-02-01 00:09:00,36792000.0,36793000.0,36738000.0,36766000.0,5.6195973,206704433.36131
2021-02-01 00:10:00,36758000.0,36766000.0,36728000.0,36739000.0,3.70833301,136303669.27344
2021-02-01 00:11:00,36728000.0,36788000.0,36664000.0,36665000.0,15.122124,554903971.26217
2021-02-01 00:12:00,36665000.0,36677000.0,36600000.0,36601000.0,17.9945877,659299040.0903
2021-02-01 00:13:00,36600000.0,36700000.0,36599000.0,36611000.0,19.52381798,715270013.81677
2021-02-01 00:14:00,36625000.0,36677000.0,36500000.0,36500000.0,31.75650759,1161402765.74714
2021-02-01 00:15:00,36520000.0,36540000.0,36450000.0,36450000.0,40.98040715,1495483269.17026
2021-02-01 00:16:00,36450000.0,36491000.0,36375000.0,36396000.0,60.7558189,2211478200.84551
2021-02-01 00:17:00,36443000.0,36498000.0,36375000.0,36375000.0,18.68989859,680365422.63691
2021-02-01 00:18:00,36377000.0,36390000.0,36350000.0,36351000.0,20.58044282,748429482.18148
2021-02-01 00:19:00,36389000.0,36399000.0,36351000.0,36395000.0,9.77940819,355696424.71327
2021-02-01 00:20:00,36390000.0,36448000.0,36364000.0,36390000.0,18.62168074,677627411.78032
2021-02-01 00:21:00,36392000.0,36452000.0,36385000.0,36437000.0,13.66654561,497759302.94174
2021-02-01 00:22:00,36447000.0,36449000.0,36379000.0,36379000.0,13.22862421,481644855.71653
2021-02-01 00:23:00,36379000.0,36380000.0,36350000.0,36356000.0,16.11249121,585779858.36998
2021-02-01 00:24:00,36358000.0,36435000.0,36356000.0,36429000.0,9.87659089,359332510.55557
2021-02-01 00:25:00,36435000.0,36450000.0,36389000.0,36450000.0,6.53563046,238017272.98012
2021-02-01 00:26:00,36427000.0,36568000.0,36427000.0,36550000.0,12.64000832,461181360.66675
2021-02-01 00:27:00,36553000.0,36553000.0,36402000.0,36428000.0,15.77679919,575707903.87685
2021-02-01 00:28:00,36428000.0,36510000.0,36389000.0,36456000.0,8.61931987,313907333.18005
2021-02-01 00:29:00,36456000.0,36490000.0,36451000.0,36453000.0,14.57389542,531365711.04928
2021-02-01 00:30:00,36453000.0,36453000.0,36330000.0,36334000.0,18.82969463,684648889.83306
2021-02-01 00:31:00,36334000.0,36362000.0,36324000.0,36362000.0,12.86929506,467670992.39758
2021-02-01 00:32:00,36373000.0,36399000.0,36311000.0,36313000.0,19.60225492,712164180.43609
2021-02-01 00:33:00,36314000.0,36315000.0,36286000.0,36291000.0,35.95951493,1305392558.90974
2021-02-01 00:34:00,36288000.0,36317000.0,36253000.0,36317000.0,24.19777284,877656841.63147
2021-02-01 00:35:00,36316000.0,36400000.0,36262000.0,36262000.0,16.04377308,582472509.34587
2021-02-01 00:36:00,36265000.0,36265000.0,36091000.0,36094000.0,56.04710834,2027099842.86158
2021-02-01 00:37:00,36091000.0,36245000.0,36067000.0,36137000.0,37.91967519,1370427879.05256
2021-02-01 00:38:00,36137000.0,36229000.0,36125000.0,36206000.0,23.93707421,865931172.99096
2021-02-01 00:39:00,36206000.0,36229000.0,36170000.0,36172000.0,13.57701315,491494119.6914
2021-02-01 00:40:00,36170000.0,36177000.0,36050000.0,36094000.0,24.44375244,882110926.23236
2021-02-01 00:41:00,36094000.0,36154000.0,36066000.0,36126000.0,12.54265496,452763623.90641
2021-02-01 00:42:00,36153000.0,36182000.0,36118000.0,36173000.0,7.7777845,281202067.29515
2021-02-01 00:43:00,36174000.0,36240000.0,36154000.0,36189000.0,12.84537638,465128340.83506
2021-02-01 00:44:00,36189000.0,36240000.0,36187000.0,36200000.0,18.16184831,658005514.93781
2021-02-01 00:45:00,36200000.0,36201000.0,36110000.0,36150000.0,9.59438797,346941242.10638
2021-02-01 00:46:00,36150000.0,36174000.0,36128000.0,36134000.0,6.57522561,237665905.87375
2021-02-01 00:47:00,36134000.0,36182000.0,36128000.0,36160000.0,8.80274723,318213631.55305
2021-02-01 00:48:00,36173000.0,36240000.0,36125000.0,36212000.0,17.57383921,635482266.63336
2021-02-01 00:49:00,36240000.0,36251000.0,36148000.0,36182000.0,10.04904121,363945179.53146
2021-02-01 00:50:00,36182000.0,36212000.0,36139000.0,36207000.0,8.63980618,312578951.17547
2021-02-01 00:51:00,36207000.0,36330000.0,36207000.0,36325000.0,9.36444089,339689959.62246
2021-02-01 00:52:00,36325000.0,36391000.0,36270000.0,36371000.0,12.07660497,438703410.1527
2021-02-01 00:53:00,36373000.0,36391000.0,36270000.0,36281000.0,8.9138377,323954923.9437
2021-02-01 00:54:00,36299000.0,36300000.0,36170000.0,36170000.0,13.49557284,489074931.54077
2021-02-01 00:55:00,36185000.0,36293000.0,36165000.0,36236000.0,14.26057915,516422316.69945
2021-02-01 00:56:00,36271000.0,36297000.0,36234000.0,36270000.0,5.30905668,192414499.80144
2021-02-01 00:57:00,36270000.0,36292000.0,36239000.0,36241000.0,8.67537481,314536045.43571
2021-02-01 00:58:00,36241000.0,36356000.0,36241000.0,36311000.0,14.51213358,526655840.47352
2021-02-01 00:59:00,36311000.0,36341000.0,36245000.0,36245000.0,13.54406798,491689669.86856
2021-02-01 01:00:00,36245000.0,36269000.0,36151000.0,36269000.0,14.77893978,535155728.40162
2021-02-01 01:01:00,36269000.0,36319000.0,36260000.0,36319000.0,8.77588314,318489381.81389
2021-02-01 01:02:00,36317000.0,36385000.0,36285000.0,36348000.0,17.4142605,633045820.99958
2021-02-01 01:03:00,36347000.0,36357000.0,36200000.0,36295000.0,10.57640692,383740580.47259
2021-02-01 01:04:00,36295000.0,36302000.0,36147000.0,36292000.0,16.15426198,585067694.96434
2021-02-01 01:05:00,36214000.0,36344000.0,36204000.0,36298000.0,11.50304308,417388994.42598
2021-02-01 01:06:00,36343000.0,36470000.0,36260000.0,36418000.0,13.22170742,481317175.55519
2021-02-01 01:07:00,36405000.0,36429000.0,36335000.0,36380000.0,9.04046176,329075311.18807
2021-02-01 01:08:00,36381000.0,36400000.0,36282000.0,36341000.0,8.86567738,322473754.23654
2021-02-01 01:09:00,36306000.0,36400000.0,36306000.0,36396000.0,6.29420467,228877331.91623
2021-02-01 01:10:00,36396000.0,36396000.0,36285000.0,36298000.0,4.26882713,155088394.71406
2021-02-01 01:11:00,36298000.0,36377000.0,36298000.0,36341000.0,1.67438407,60861304.64554
2021-02-01 01:12:00,36348000.0,36367000.0,36280000.0,36280000.0,6.04999827,219844490.78577
2021-02-01 01:13:00,36287000.0,36329000.0,36247000.0,36321000.0,7.06905466,256471957.39752
