index,open,high,low,close,volume,value
2021-04-01 00:00:00,70913000.0,70913000.0,70838000.0,70839000.0,4.67758387,331565274.77884
2021-04-01 00:01:00,70839000.0,70963000.0,70838000.0,70963000.0,6.00787329,425936684.40514
2021-04-01 00:02:00,70953000.0,70963000.0,70913000.0,70931000.0,3.32249339,235663459.58646
2021-04-01 00:03:00,70931000.0,71160000.0,70931000.0,71154000.0,20.62444833,1465678276.54663
2021-04-01 00:04:00,71162000.0,71185000.0,71150000.0,71152000.0,9.77982182,695871266.97819
2021-04-01 00:05:00,71152000.0,71200000.0,71148000.0,71200000.0,11.80471346,840249552.60366
2021-04-01 00:06:00,71199000.0,71207000.0,71163000.0,71204000.0,7.21708668,513867961.86864
2021-04-01 00:07:00,71204000.0,71206000.0,71200000.0,71205000.0,5.16695088,367903823.15144
2021-04-01 00:08:00,71200000.0,71347000.0,71200000.0,71346000.0,17.89776907,1275432628.42478
2021-04-01 00:09:00,71346000.0,71493000.0,71300000.0,71490000.0,17.56260698,1253827970.76367
2021-04-01 00:10:00,71494000.0,71499000.0,71300000.0,71407000.0,8.72968063,623792312.65426
2021-04-01 00:11:00,71407000.0,71499000.0,71306000.0,71472000.0,13.99371568,999677065.27919
2021-04-01 00:12:00,71472000.0,71496000.0,71316000.0,71343000.0,7.20173641,514370741.52555
2021-04-01 00:13:00,71415000.0,71467000.0,71343000.0,71415000.0,12.51131536,893349683.0911
2021-04-01 00:14:00,71400000.0,71415000.0,71326000.0,71340000.0,5.4310308,387579128.73187
2021-04-01 00:15:00,71340000.0,71500000.0,71340000.0,71500000.0,26.6653872,1905660256.25892
2021-04-01 00:16:00,71500000.0,71500000.0,71360000.0,71391000.0,9.09787995,650201012.20096
2021-04-01 00:17:00,71459000.0,71459000.0,71368000.0,71385000.0,2.98434687,213054228.76315
2021-04-01 00:18:00,71385000.0,71449000.0,71363000.0,71423000.0,5.53675024,395278800.49292
2021-04-01 00:19:00,71395000.0,71425000.0,71340000.0,71360000.0,7.18641769,512860845.95108
2021-04-01 00:20:00,71360000.0,71401000.0,71340000.0,71366000.0,6.16231508,439750750.12985
2021-04-01 00:21:00,71366000.0,71415000.0,71343000.0,71359000.0,4.12920537,294710580.30083
